"Timestamp","Imagem 1","Imagem 2","Imagem 3","Imagem 4","Imagem 5","Imagem 1","Imagem 2","Imagem 3","Imagem 4","Imagem 5","Imagem 1","Imagem 2","Imagem 3","Imagem 4","Imagem 5","Imagem 1","Imagem 2","Imagem 3","Imagem 4","Imagem 5","Imagem 1","Imagem 2","Imagem 3","Imagem 4","Imagem 5","Imagem 1","Imagem 2","Imagem 3","Imagem 4","Imagem 5","Imagem 1","Imagem 2","Imagem 3","Imagem 4","Imagem 5","Imagem 1","Imagem 2","Imagem 3","Imagem 4","Imagem 5","Imagem 1","Imagem 2","Imagem 3","Imagem 4","Imagem 5","Imagem 1","Imagem 2","Imagem 3","Imagem 4","Imagem 5","Imagem 1","Imagem 2","Imagem 3","Imagem 4","Imagem 5"
"2020/06/08 6:28:13 PM GMT-3","5","5","4","3","1","1","2","3","4","5","3","3","1","2","3","4","3","5","4","4","4","3","1","2","1","2","2","3","1","4","4","1","5","1","5","1","3","2","2","3","1","2","5","2","4","3","1","2","1","3","3","3","4","1","5"
"2020/06/08 6:40:45 PM GMT-3","4","5","5","2","1","1","1","1","2","5","1","3","1","3","1","5","1","2","1","3","1","1","1","1","1","1","1","3","1","1","2","1","2","1","3","1","1","2","1","1","1","1","2","1","3","1","1","1","1","1","1","1","1","1","2"
"2020/06/08 6:44:45 PM GMT-3","3","4","3","1","3","1","2","2","1","4","1","2","2","2","3","4","2","3","2","4","1","1","1","1","1","2","2","3","1","2","2","1","2","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1"
"2020/06/08 6:48:35 PM GMT-3","1","4","1","1","3","1","1","1","3","5","1","4","1","3","3","5","5","2","2","5","1","2","1","3","1","1","1","2","1","2","3","1","2","1","2","1","1","3","1","2","1","1","1","1","1","2","1","1","1","1","1","1","1","1","2"
"2020/06/08 6:50:43 PM GMT-3","3","3","2","2","1","1","1","2","2","4","1","1","1","1","2","3","2","3","1","4","1","1","1","1","1","2","1","2","1","2","1","1","2","2","3","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2020/06/08 6:50:57 PM GMT-3","4","2","1","1","1","1","1","1","1","3","1","2","1","3","2","3","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1"
"2020/06/08 6:52:33 PM GMT-3","5","4","2","4","1","1","1","1","1","4","1","1","1","2","1","4","3","1","1","3","1","1","1","1","1","2","2","2","1","1","2","1","2","1","2","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","2","2","2","1","1"
"2020/06/08 6:54:11 PM GMT-3","4","4","3","3","4","2","4","4","4","4","3","4","4","4","3","5","5","4","3","5","2","3","3","3","3","2","2","2","2","2","2","2","3","2","3","2","2","2","3","3","3","3","3","3","4","3","2","2","2","2","2","3","3","3","3"
"2020/06/08 6:56:35 PM GMT-3","3","5","2","5","1","1","2","1","1","5","1","5","1","3","3","3","2","1","1","5","1","1","1","3","2","2","1","5","1","4","1","1","3","2","4","2","1","3","1","1","1","1","4","1","5","1","1","1","1","1","1","3","3","3","4"
"2020/06/08 7:14:13 PM GMT-3","2","3","1","1","1","1","2","1","1","5","1","4","1","3","1","3","2","1","1","4","1","2","1","1","1","2","1","1","1","2","2","1","3","1","3","1","1","1","1","2","2","1","3","1","3","1","1","1","1","1","1","1","2","2","2"
"2020/06/08 7:15:14 PM GMT-3","5","4","3","2","1","1","2","3","1","5","2","1","1","3","2","3","2","3","2","1","1","2","2","3","1","1","1","2","1","2","1","1","2","1","5","1","2","1","1","2","1","3","4","1","2","1","1","1","1","2","1","3","2","3","4"
"2020/06/08 7:24:32 PM GMT-3","5","4","3","2","1","1","2","2","3","5","3","4","3","4","4","3","4","2","1","4","1","1","1","2","1","2","2","2","2","2","2","2","2","1","3","2","1","1","1","1","1","2","2","1","2","2","1","1","1","1","3","2","3","1","2"
"2020/06/08 7:36:00 PM GMT-3","1","3","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","5","4","5","5","5","4","4","4","5","5","5","4","4","5","5","5","4","4","4","4","4","4","3","5","4","4","4","4","3","3","3","4","3","3","3","3"
"2020/06/08 7:37:40 PM GMT-3","4","4","3","3","2","1","1","2","1","4","3","2","1","3","1","2","1","2","1","2","3","2","2","2","1","3","1","3","1","2","3","1","2","3","4","2","3","3","1","2","2","1","4","1","4","2","1","1","1","2","1","3","4","1","5"
"2020/06/08 7:38:36 PM GMT-3","1","2","1","1","2","1","1","1","1","2","1","1","1","1","1","1","2","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2020/06/08 7:40:05 PM GMT-3","2","3","1","1","3","2","1","1","1","3","2","1","1","1","2","1","2","3","1","4","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2020/06/08 7:48:49 PM GMT-3","2","3","2","2","2","1","2","2","1","3","1","2","1","1","1","3","4","1","1","3","1","1","1","1","1","1","1","3","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1"
"2020/06/08 7:50:20 PM GMT-3","1","2","2","2","2","1","1","1","1","4","1","2","1","2","1","2","1","2","1","2","1","1","1","1","1","1","2","2","1","1","2","1","3","1","4","1","1","2","1","2","1","1","2","1","3","1","1","1","1","1","1","2","2","1","3"
"2020/06/08 7:52:33 PM GMT-3","2","3","3","3","3","1","4","4","3","3","3","3","2","4","3","4","1","3","2","5","1","2","2","4","2","2","2","3","2","3","4","2","5","3","5","1","5","4","3","4","2","2","5","3","2","2","1","1","1","1","2","2","2","1","3"
"2020/06/08 7:55:31 PM GMT-3","5","5","3","3","3","1","3","2","2","5","5","3","2","4","2","5","1","3","1","5","1","2","1","2","2","5","1","2","1","2","3","1","5","1","5","2","2","3","1","3","1","1","5","1","5","1","1","1","1","2","2","4","3","1","3"
"2020/06/08 7:58:15 PM GMT-3","2","4","4","2","1","1","1","1","1","5","1","1","1","1","1","4","1","4","1","5","1","1","1","1","1","1","1","1","1","2","1","1","1","1","3","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2"
"2020/06/08 8:00:36 PM GMT-3","1","1","3","1","3","1","1","1","1","3","1","1","1","1","1","2","1","1","1","3","1","1","1","1","1","1","1","1","1","1","3","1","3","1","4","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","2","1","2"
"2020/06/08 8:05:22 PM GMT-3","2","1","2","1","3","1","1","3","2","4","1","2","2","3","2","3","2","1","1","4","1","2","1","2","2","1","1","4","1","3","1","1","3","2","3","1","2","3","1","1","1","1","3","1","3","1","1","1","1","1","1","2","2","1","3"
"2020/06/08 8:06:07 PM GMT-3","3","5","2","2","2","1","1","1","1","5","1","3","1","3","3","4","1","1","1","5","1","1","1","1","1","1","1","2","1","1","3","2","2","2","2","2","2","2","2","2","2","2","3","2","3","2","1","1","1","1","2","2","2","1","2"
"2020/06/08 8:11:40 PM GMT-3","5","5","5","5","5","1","2","2","2","5","5","5","5","5","5","5","3","4","2","4","1","3","1","4","1","3","3","3","2","2","2","3","3","3","3","2","2","2","3","2","1","1","3","1","3","3","1","1","1","1","4","4","4","2","4"
"2020/06/08 8:11:46 PM GMT-3","3","4","4","2","2","1","2","2","1","5","2","4","1","3","3","4","2","2","1","2","1","2","2","2","2","2","2","3","2","2","1","1","3","2","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1"
"2020/06/08 8:14:20 PM GMT-3","3","4","2","1","1","1","2","3","3","4","2","4","2","3","2","3","2","2","2","2","1","1","1","1","1","1","2","2","1","1","2","1","2","1","2","1","1","1","1","1","2","1","2","1","3","1","1","1","1","1","2","2","1","1","3"
"2020/06/08 8:14:57 PM GMT-3","1","5","1","1","2","1","1","2","1","4","1","1","1","1","3","4","1","1","1","5","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","3","2","1","1","1","2","1","1","1","1","1","1","2","2","1","2"
"2020/06/08 8:20:17 PM GMT-3","2","2","2","3","3","3","3","3","1","4","3","4","3","3","4","4","4","3","2","5","4","2","3","2","3","3","3","2","1","2","3","3","3","2","3","2","2","1","1","3","1","3","3","1","4","2","2","2","1","4","2","3","2","1","2"
"2020/06/08 8:25:45 PM GMT-3","1","5","5","4","1","1","2","1","1","5","1","3","1","2","1","5","4","3","1","4","1","1","2","3","1","1","4","4","2","2","3","1","3","1","5","1","2","1","1","2","1","1","2","1","2","2","1","1","1","1","1","1","2","1","3"
"2020/06/08 8:26:23 PM GMT-3","1","3","1","2","1","1","1","1","1","3","2","1","1","1","1","3","4","2","1","2","3","2","1","1","1","3","2","2","2","2","2","1","1","1","4","2","3","2","2","1","2","1","1","1","3","1","1","1","1","3","1","1","1","2","2"
"2020/06/08 8:29:35 PM GMT-3","3","5","2","1","2","1","3","1","1","4","1","3","1","1","1","4","2","1","1","3","1","1","1","1","1","1","1","3","1","3","1","1","3","2","4","1","3","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","3","1","3"
"2020/06/08 8:29:45 PM GMT-3","3","3","1","3","1","1","1","1","2","5","1","2","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","3","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2020/06/08 8:29:53 PM GMT-3","1","3","2","1","3","1","1","3","1","3","3","4","2","3","1","3","3","2","1","4","1","1","2","1","1","1","1","2","1","2","2","2","2","2","3","2","2","2","1","2","1","2","3","1","2","2","2","1","1","3","2","2","2","1","2"
"2020/06/08 8:30:35 PM GMT-3","3","4","1","2","2","1","2","1","1","5","1","1","1","1","3","5","5","5","2","4","1","1","1","1","1","1","1","3","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2"
"2020/06/08 8:42:12 PM GMT-3","5","5","2","2","2","1","1","1","2","5","2","3","2","2","2","3","2","3","2","3","3","2","1","1","1","2","2","4","1","4","3","2","3","2","5","2","4","4","2","1","3","3","3","2","4","5","3","2","2","2","3","3","3","2","5"
"2020/06/08 8:46:24 PM GMT-3","3","4","2","2","2","1","1","2","2","4","2","2","1","1","1","2","2","2","1","4","1","2","2","1","1","2","2","2","1","2","2","2","2","1","1","1","2","1","1","2","2","1","1","1","2","2","1","1","2","1","2","3","2","1","2"
"2020/06/08 8:49:23 PM GMT-3","2","4","2","3","3","1","2","3","1","4","2","3","1","2","2","3","3","3","2","5","2","3","2","2","2","2","2","3","1","2","2","1","2","1","3","1","1","1","1","2","1","2","2","1","3","1","1","1","1","1","1","2","2","2","3"
"2020/06/08 8:56:22 PM GMT-3","2","3","1","1","1","1","2","1","1","5","1","4","1","3","1","3","2","1","1","4","1","2","1","1","1","2","1","1","1","2","2","1","3","1","3","1","1","1","1","2","2","1","3","1","3","1","1","1","1","1","1","1","2","2","2"
"2020/06/08 9:05:23 PM GMT-3","2","3","2","2","2","1","2","2","1","3","1","2","1","1","1","3","4","1","1","3","1","1","1","1","1","1","1","3","1","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1"
"2020/06/08 9:18:33 PM GMT-3","2","3","3","2","2","1","2","3","2","5","2","2","2","3","4","3","4","4","2","4","1","1","1","1","1","1","1","3","1","1","3","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2"
"2020/06/08 9:26:31 PM GMT-3","2","2","2","2","2","1","1","1","1","4","1","1","1","1","1","3","3","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1"
"2020/06/08 9:38:24 PM GMT-3","4","4","2","3","2","1","2","2","1","5","2","4","3","3","2","3","2","4","2","4","1","2","1","1","1","1","1","1","1","2","1","1","3","1","2","1","1","1","1","1","1","1","2","1","1","2","1","1","1","1","2","2","2","1","2"
"2020/06/08 9:38:30 PM GMT-3","4","4","2","3","2","1","2","2","1","5","2","4","3","3","2","3","2","4","2","4","1","2","1","1","1","1","1","1","1","2","1","1","3","1","2","1","1","1","1","1","1","1","2","1","1","2","1","1","1","1","2","2","2","1","2"
"2020/06/08 9:47:39 PM GMT-3","2","3","3","1","1","1","1","2","2","4","1","3","1","1","1","2","1","3","1","4","1","2","1","1","1","1","1","3","1","2","2","1","3","1","4","1","1","1","1","3","1","1","2","1","2","1","1","1","1","3","1","2","3","1","2"
"2020/06/08 9:49:25 PM GMT-3","2","3","3","1","1","1","1","2","2","4","1","3","1","1","1","2","1","3","1","4","1","2","1","1","1","1","1","3","1","2","2","1","3","1","4","1","1","1","1","3","1","1","2","1","2","1","1","1","1","3","1","2","3","1","2"
"2020/06/08 9:53:30 PM GMT-3","4","4","4","5","3","1","1","4","4","5","1","3","3","4","4","2","1","2","1","2","4","2","3","5","2","4","3","5","2","3","2","1","5","4","5","1","1","1","1","3","4","3","4","2","5","5","1","2","4","1","3","4","5","4","5"
"2020/06/08 11:10:48 PM GMT-3","4","4","1","2","2","1","2","2","2","5","1","4","2","2","4","3","1","1","1","5","1","1","1","3","1","1","1","4","1","3","2","1","3","1","4","1","2","1","1","3","2","1","3","1","3","1","1","1","1","1","1","1","1","1","2"
"2020/06/09 12:25:21 AM GMT-3","1","3","2","1","2","1","3","2","1","4","2","2","1","1","1","3","4","1","1","2","1","1","1","1","1","1","1","2","1","2","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1"
"2020/06/09 12:26:00 AM GMT-3","4","5","3","1","2","1","2","2","3","5","2","3","2","4","3","3","3","4","2","4","1","1","3","5","3","2","2","5","3","5","4","2","4","3","4","1","2","3","1","4","3","2","3","1","5","2","1","1","1","5","2","3","5","3","5"
"2020/06/09 12:26:27 AM GMT-3","2","2","1","1","3","1","2","1","1","4","2","4","4","4","4","3","4","2","1","4","1","1","1","1","1","1","1","4","1","1","1","1","2","1","3","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","1","2"
"2020/06/09 12:26:35 AM GMT-3","3","4","2","1","2","1","1","1","1","3","1","2","1","1","2","3","3","3","1","4","1","1","1","1","1","1","1","1","1","1","1","1","3","1","2","1","1","2","1","1","1","1","1","1","2","1","1","1","1","3","2","1","1","2","3"
"2020/06/09 12:26:37 AM GMT-3","4","4","2","2","3","1","1","1","1","5","2","3","1","3","1","5","1","1","1","4","1","1","1","1","1","1","1","3","1","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2"
"2020/06/09 12:26:43 AM GMT-3","5","5","1","2","3","1","1","1","4","5","1","1","1","1","1","3","3","3","1","5","1","1","1","1","1","1","1","4","1","2","2","2","1","1","3","1","1","1","1","3","1","1","1","1","3","1","1","1","1","1","3","1","1","1","1"
"2020/06/09 12:26:57 AM GMT-3","3","3","2","1","2","1","2","2","1","4","1","2","1","2","2","4","2","2","1","3","1","2","1","1","1","2","2","3","1","3","3","1","3","1","3","1","1","1","1","2","1","1","3","1","3","1","1","1","1","2","1","2","3","1","2"
"2020/06/09 12:27:57 AM GMT-3","2","5","1","3","1","1","1","2","2","5","2","4","2","3","3","5","4","4","1","5","2","1","1","1","1","3","3","3","1","3","3","3","3","2","5","1","3","2","1","2","3","1","3","1","3","3","1","1","1","2","3","3","3","2","3"
"2020/06/09 12:28:57 AM GMT-3","4","4","2","1","2","1","3","2","1","5","2","5","3","2","3","5","5","3","2","4","2","2","2","2","2","2","2","4","1","2","1","1","1","1","5","1","1","3","1","1","1","1","2","1","1","1","1","1","1","1","1","2","4","1","3"
"2020/06/09 12:30:33 AM GMT-3","2","3","4","1","1","1","2","1","1","4","1","4","1","4","1","4","2","2","1","5","1","2","1","2","1","2","3","2","1","4","4","2","4","2","3","2","1","1","2","4","4","1","1","1","1","1","1","1","1","2","3","3","2","1","3"
"2020/06/09 12:41:00 AM GMT-3","4","5","2","3","4","2","2","3","1","5","3","4","2","4","2","5","2","3","1","5","2","3","3","3","3","1","2","4","2","4","2","3","5","4","5","3","3","3","3","4","2","2","4","4","3","2","2","2","1","4","3","2","3","1","4"
"2020/06/09 12:41:00 AM GMT-3","1","2","1","1","1","1","1","1","1","3","1","2","2","1","1","2","1","1","1","2","1","1","1","2","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1"
"2020/06/09 12:41:20 AM GMT-3","1","3","1","2","3","3","3","2","1","4","1","3","2","1","1","4","2","4","3","5","1","3","1","4","2","1","3","3","1","2","2","3","4","2","5","2","2","1","1","3","2","1","2","1","2","2","1","1","2","3","2","3","1","1","3"
"2020/06/09 12:48:16 AM GMT-3","2","5","4","1","2","1","1","1","1","5","4","5","1","1","1","5","2","3","1","5","2","4","1","3","1","3","1","3","1","4","2","1","3","2","4","1","3","1","1","3","1","1","1","1","2","3","1","1","1","1","2","3","3","1","1"
"2020/06/09 12:53:43 AM GMT-3","4","4","3","3","2","1","2","2","1","4","2","3","1","3","2","4","4","3","3","5","2","2","1","1","1","4","3","1","1","3","3","1","3","2","4","1","1","1","1","1","1","1","3","1","4","2","1","1","1","3","3","3","2","1","3"
"2020/06/09 1:00:11 AM GMT-3","5","5","2","2","2","1","1","3","1","5","5","5","3","4","5","5","2","1","1","2","1","2","1","3","1","1","3","4","4","5","3","1","1","1","5","1","1","1","1","3","1","1","4","1","1","4","1","1","1","1","2","3","3","1","4"
"2020/06/09 1:16:33 AM GMT-3","2","4","2","1","2","1","2","3","1","4","2","5","2","3","3","3","2","1","2","2","1","2","1","2","1","2","2","3","1","3","1","1","3","2","3","2","1","1","1","4","2","1","2","1","2","1","1","1","1","1","3","2","2","1","2"
"2020/06/09 8:12:36 AM GMT-3","4","5","5","5","5","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","3","4","4","4","4","4","3","5","4","5","5","4","5","3","5","4","4","4","3","4","4","4","4","4","4","4","4","4","4","3","5","4","4","5","3"
"2020/06/09 8:35:18 AM GMT-3","1","2","1","1","2","1","1","1","1","2","1","1","1","1","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1"
"2020/06/09 8:36:50 AM GMT-3","3","3","1","3","1","1","1","1","2","5","1","2","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","3","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2020/06/09 8:48:57 AM GMT-3","3","4","3","2","3","2","2","3","1","4","3","3","2","1","2","5","3","2","1","5","1","2","1","2","2","1","2","3","1","3","3","2","4","2","4","3","3","4","3","5","2","3","4","2","3","2","2","3","2","2","3","3","4","3","4"
"2020/06/09 8:57:44 AM GMT-3","3","4","2","2","1","1","1","1","1","5","5","3","1","1","1","3","2","1","1","4","1","1","1","1","1","3","1","1","1","1","1","1","3","1","5","1","1","3","1","1","1","2","4","1","2","2","1","1","1","1","2","4","4","2","4"
"2020/06/09 9:58:23 AM GMT-3","3","5","3","3","2","2","2","1","1","5","2","5","2","2","2","5","1","1","1","3","3","3","1","1","1","1","3","4","1","3","3","1","3","1","3","3","3","1","1","5","1","2","3","1","4","4","1","1","1","1","2","3","3","1","3"
"2020/06/09 10:21:03 AM GMT-3","4","5","1","2","2","1","4","3","1","5","2","4","3","3","3","5","4","3","4","5","2","2","1","4","1","3","2","3","1","3","4","1","4","2","4","1","2","1","1","2","1","2","4","2","4","1","1","1","1","1","2","2","3","3","4"